"JCS","Communications Systems, Inc.","4.7","$41.65M","n/a","Public Utilities","Telecommunications Equipment",
"ESXB","Community Bankers Trust Corporation.","7.2","$158.02M","n/a","Finance","Major Banks",
"CYHHZ","Community Health Systems, Inc.","0.0045","n/a","n/a","Health Care","Hospital/Nursing Management",
"CTBI","Community Trust Bancorp, Inc.","49.7","$875.66M","n/a","Finance","Major Banks",
"CWBC","Community West Bancshares","9.5","$76.9M","n/a","Finance","Major Banks",
"CVLT","CommVault Systems, Inc.","52.4","$2.37B","2006","Technology","Computer Software: Prepackaged Software",
"CGEN","Compugen Ltd.","5.1","$259.63M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",
"CPSI","Computer Programs and Systems, Inc.","23.9","$323.44M","2002","Technology","EDP Services",
"CTG","Computer Task Group, Incorporated","4.24","$68.72M","n/a","Technology","EDP Services",
"SCOR","comScore, Inc.","31.79","$1.24B","2007","Miscellaneous","Business Services",
"CHCI","Comstock Holding Companies, Inc.","1.86","$6.36M","2004","Capital Goods","Homebuilding",
"CMTL","Comtech Telecommunications Corp.","11.87","$279.25M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment",
"CNAT","Conatus Pharmaceuticals Inc.","5.39","$140.5M","2013","Health Care","Major Pharmaceuticals",
"CNCE","Concert Pharmaceuticals, Inc.","10.74","$239.23M","2014","Health Care","Major Pharmaceuticals",
"CXRX","Concordia International Corp.","2.28","$116.48M","n/a","Health Care","Major Pharmaceuticals",
"CCUR","Concurrent Computer Corporation","5.57","$55.12M","n/a","Technology","Computer Manufacturing",
"CDOR","Condor Hospitality Trust, Inc.","2.04","$10.11M","n/a","Consumer Services","Real Estate Investment Trusts",
"CFMS","ConforMIS, Inc.","7.8","$334.49M","2015","Health Care","Industrial Specialties",
"CNFR","Conifer Holdings, Inc.","7.75","$59.15M","2015","Finance","Property-Casualty Insurers",
"CNMD","CONMED Corporation","44.19","$1.23B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",
"CTWS","Connecticut Water Service, Inc.","55.67","$625.75M","n/a","Public Utilities","Water Supply",
"CNOB","ConnectOne Bancorp, Inc.","25.85","$825.27M","n/a","Finance","Major Banks",
"CNXR","Connecture, Inc.","1.71","$38.21M","2014","Technology","Computer Software: Prepackaged Software",
"CONN","Conn&#39;s, Inc.","13.35","$411.97M","2003","Consumer Services","Consumer Electronics/Video Chains",
"CNSL","Consolidated Communications Holdings, Inc.","27.48","$1.39B","2005","Public Utilities","Telecommunications Equipment",
"CWCO","Consolidated Water Co. Ltd.","10.85","$160.78M","n/a","Public Utilities","Water Supply",
"CPSS","Consumer Portfolio Services, Inc.","5.11","$121.83M","1992","Finance","Finance: Consumer Services",
"CFRX","ContraFect Corporation","2.05","$85.24M","2014","Health Care","Major Pharmaceuticals",
"CFRXW","ContraFect Corporation","0.049","n/a","2014","Health Care","Major Pharmaceuticals",
"CTRV","ContraVir Pharmaceuticals Inc","1.26","$75.53M","n/a","Health Care","Major Pharmaceuticals",
"CTRL","Control4 Corporation","10.58","$250.1M","2013","Capital Goods","Electrical Products",
"CPAA","Conyers Park Acquisition Corp.","10.23","$514.7M","2016","Finance","Business Services",
"CPAAU","Conyers Park Acquisition Corp.","11","n/a","2016","Finance","Business Services",
"CPAAW","Conyers Park Acquisition Corp.","2.25","n/a","2016","Finance","Business Services",
"CPRT","Copart, Inc.","55.72","$6.38B","1994","Consumer Durables","Automotive Aftermarket",
"COYN","COPsync, Inc.","0.76","$6.78M","n/a","Technology","Computer Communications Equipment",
"COYNW","COPsync, Inc.","0.13","n/a","n/a","Technology","Computer Communications Equipment",
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","8.45","$375.5M","n/a","Health Care","Major Pharmaceuticals",
"CORT","Corcept Therapeutics Incorporated","7.36","$817.19M","2004","Health Care","Major Pharmaceuticals",
"CORE","Core-Mark Holding Company, Inc.","43.02","$1.99B","n/a","Consumer Non-Durables","Food Distributors",
"CORI","Corium International, Inc.","4.03","$90.7M","2014","Health Care","Major Pharmaceuticals",
"CSOD","Cornerstone OnDemand, Inc.","41.95","$2.36B","2011","Technology","Computer Software: Prepackaged Software",
"CRVL","CorVel Corp.","37.3","$727.07M","n/a","Finance","Specialty Insurers",
"CRVS","Corvus Pharmaceuticals, Inc.","14.43","$301.76M","2016","Health Care","Major Pharmaceuticals",
"CSGP","CoStar Group, Inc.","186.15","$6.07B","1998","Miscellaneous","Business Services",
"COST","Costco Wholesale Corporation","159.73","$70.16B","n/a","Consumer Services","Department/Specialty Retail Stores",
"CPAH","CounterPath Corporation","2.47","$11.25M","n/a","Technology","Computer Software: Prepackaged Software",
"ICBK","County Bancorp, Inc.","26.3","$172.53M","2015","Finance","Major Banks",
"COUP","Coupa Software Incorporated","24.62","$1.23B","2016","Technology","Computer Software: Prepackaged Software",
"CVTI","Covenant Transportation Group, Inc.","20.61","$374.98M","1994","Transportation","Trucking Freight/Courier Services",
"COVS","Covisint Corporation","1.95","$79.64M","2013","Technology","EDP Services",
"COWN","Cowen Group, Inc.","15.3","$410.56M","n/a","Finance","Investment Bankers/Brokers/Service",
"COWNL","Cowen Group, Inc.","25.67","n/a","n/a","Finance","Investment Bankers/Brokers/Service",
"PMTS","CPI Card Group Inc.","4.2","$231.95M","2015","Finance","Finance Companies",
"CPSH","CPS Technologies Corp.","1.64","$21.65M","n/a","Capital Goods","Building Materials",
"CRAI","CRA International,Inc.","36.35","$300.75M","1998","Miscellaneous","Other Consumer Services",
"CBRL","Cracker Barrel Old Country Store, Inc.","163.15","$3.92B","1981","Consumer Services","Restaurants",
"BREW","Craft Brew Alliance, Inc.","17.1","$329.3M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)",
"CRAY","Cray Inc","20","$814.96M","n/a","Technology","Computer Manufacturing",
"CACC","Credit Acceptance Corporation","216.34","$4.4B","1992","Finance","Finance: Consumer Services",
"GLDI","Credit Suisse Gold Shares Covered Calls ETN","9.01","$121.86M","n/a","Finance","Investment Bankers/Brokers/Service",
"SLVO","Credit Suisse Silver Shares Covered Call ETN","8.41","$7.15M","n/a","Finance","Investment Bankers/Brokers/Service",
"CREE","Cree, Inc.","26.6","$2.65B","1993","Technology","Semiconductors",
"CRESY","Cresud S.A.C.I.F. y A.","16.38","$49631.4","1997","Finance","Real Estate",
"CRSP","CRISPR Therapeutics AG","22.5","$895.7M","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",
"CRTO","Criteo S.A.","41.87","$2.67B","2013","Technology","Advertising",
"CROX","Crocs, Inc.","6.95","$511.15M","2006","Consumer Non-Durables","Shoe Manufacturing",
"CCRN","Cross Country Healthcare, Inc.","15.42","$509.03M","2001","Technology","Professional Services",
"XRDC","Crossroads Capital, Inc.","2.121","$20.28M","2011","n/a","n/a",
"CRDS","Crossroads Systems, Inc.","4.24","$5.2M","1999","Technology","Computer peripheral equipment",
"CRWS","Crown Crafts, Inc.","7.85","$78.73M","n/a","Basic Industries","Textiles",
"CYRX","CryoPort, Inc.","3.17","$55.79M","n/a","Transportation","Oil Refining/Marketing",
"CYRXW","CryoPort, Inc.","0.99","n/a","n/a","Transportation","Oil Refining/Marketing",
"CSGS","CSG Systems International, Inc.","48.58","$1.57B","1996","Technology","EDP Services",
"CCLP","CSI Compressco LP","10.17","$338.28M","2011","Energy","Oilfield Services/Equipment",
"CSPI","CSP Inc.","10.34","$39.4M","1982","Technology","EDP Services",
"CSWI","CSW Industrials, Inc.","36.6","$578.75M","n/a","Basic Industries","Home Furnishings",
"CSX","CSX Corporation","35.89","$33.62B","n/a","Transportation","Railroads",
"CTIC","CTI BioPharma Corp.","3.93","$1.11B","1997","Health Care","Major Pharmaceuticals",
"CTIB","CTI Industries Corporation","5.9088","$20.82M","1997","Basic Industries","Specialty Chemicals",
"CTRP","Ctrip.com International, Ltd.","40.49","$18.89B","2003","Miscellaneous","Business Services",
"CUNB","CU Bancorp (CA)","34.55","$610.79M","n/a","Finance","Major Banks",
"CUI","CUI Global, Inc.","6.81","$142.43M","n/a","Consumer Non-Durables","Electronic Components",
"CPIX","Cumberland Pharmaceuticals Inc.","5.86","$94.82M","2009","Health Care","Major Pharmaceuticals",
"CMLS","Cumulus Media Inc.","1.08","$31.65M","1998","Consumer Services","Broadcasting",
"CRIS","Curis, Inc.","3.24","$455.38M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",
"CUTR","Cutera, Inc.","17.45","$233.97M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",
"CVBF","CVB Financial Corporation","23.04","$2.49B","n/a","Finance","Major Banks",
"CVV","CVD Equipment Corporation","8.55","$54.07M","n/a","Technology","Industrial Machinery/Components",
"CYAN","Cyanotech Corporation","4.7","$26.64M","n/a","Consumer Durables","Specialty Chemicals",
"CYBR","CyberArk Software Ltd.","46.16","$1.54B","2014","Technology","Computer Software: Prepackaged Software",
"CYBE","CyberOptics Corporation","26.75","$184.11M","1987","Capital Goods","Electronic Components",
"CYCC","Cyclacel Pharmaceuticals, Inc.","5.47","$23.25M","n/a","Health Care","Major Pharmaceuticals",
"CYCCP","Cyclacel Pharmaceuticals, Inc.","6.2","$2.08M","n/a","Health Care","Major Pharmaceuticals",
"CBAY","CymaBay Therapeutics Inc.","1.9","$44.55M","n/a","Health Care","Major Pharmaceuticals",
"CYNO","Cynosure, Inc.","48.25","$1.15B","2005","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",
"CY","Cypress Semiconductor Corporation","11.37","$3.67B","1986","Technology","Semiconductors",
"CYRN","CYREN Ltd.","2.075","$81.18M","n/a","Technology","Computer Software: Prepackaged Software",
"CONE","CyrusOne Inc","46.37","$3.87B","2013","Consumer Services","Real Estate Investment Trusts",
"CYTK","Cytokinetics, Incorporated","12.4","$502.41M","2004","Health Care","Major Pharmaceuticals",
"CTMX","CytomX Therapeutics, Inc.","10.71","$389.87M","2015","Health Care","Major Pharmaceuticals",
"CYTX","Cytori Therapeutics Inc","1.6","$32.8M","n/a","Health Care","Medical/Dental Instruments",
"CYTXW","Cytori Therapeutics Inc","0.69","n/a","n/a","Health Care","Medical/Dental Instruments",
"CTSO","Cytosorbents Corporation","5.65","$143.9M","n/a","Health Care","Medical/Dental Instruments",
"CYTR","CytRx Corporation","0.3861","$41.9M","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",
"DJCO","Daily Journal Corp. (S.C.)","253.9","$350.57M","n/a","Consumer Services","Newspapers/Magazines",
"DAKT","Daktronics, Inc.","10.85","$477.72M","1994","Consumer Durables","Miscellaneous manufacturing industries",
"DRIO","DarioHealth Corp.","3.16","$18.05M","n/a","Health Care","Medical/Dental Instruments",
"DRIOW","DarioHealth Corp.","0.6","n/a","n/a","Health Care","Medical/Dental Instruments",
"DZSI","DASAN Zhone Solutions, Inc.","0.9897","$81.03M","n/a","Public Utilities","Telecommunications Equipment",
"DAIO","Data I/O Corporation","4.18","$33.41M","1981","Capital Goods","Electrical Products",
"DTLK","Datalink Corporation","11.24","$250.16M","1999","Technology","EDP Services",
"DRAM","Dataram Corporation","1.74","$7.03M","n/a","Technology","Electronic Components",
"DWCH","Datawatch Corporation","5.6","$66.77M","1992","Technology","Computer Software: Prepackaged Software",
"PLAY","Dave & Buster&#39;s Entertainment, Inc.","55.84","$2.35B","2014","Consumer Services","Restaurants",
"DTEA","DAVIDsTEA Inc.","6.35","$158.88M","2015","Consumer Non-Durables","Food Chains",
"DWSN","Dawson Geophysical Company","7.98","$172.63M","n/a","Energy","Oil & Gas Production",
"DBVT","DBV Technologies S.A.","34.73","$1.68B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",
"DFRG","Del Frisco&#39;s Restaurant Group, Inc.","17.05","$401.15M","2012","Consumer Services","Restaurants",
"TACO","Del Taco Restaurants, Inc.","14.32","$560.67M","2014","Consumer Services","Restaurants",
"TACOW","Del Taco Restaurants, Inc.","4.85","n/a","2014","Consumer Services","Restaurants",
"DCTH","Delcath Systems, Inc.","0.8719","$1.92M","2000","Health Care","Medical/Dental Instruments",
"DMPI","DelMar Pharmaceuticals, Inc.","3.33","$34.7M","n/a","Health Care","Major Pharmaceuticals",
"DGAS","Delta Natural Gas Company, Inc.","28.68","$204.1M","1981","Public Utilities","Oil & Gas Production",
"DELT","Delta Technology Holdings Limited","0.7625","$7.33M","n/a","Basic Industries","Major Chemicals",
"DELTW","Delta Technology Holdings Limited","0.0555","n/a","2013","Basic Industries","Major Chemicals",
"DENN","Denny&#39;s Corporation","12.77","$936.9M","n/a","Consumer Services","Restaurants",
"XRAY","DENTSPLY SIRONA Inc.","58.62","$13.53B","1987","Health Care","Medical/Dental Instruments",
"DEPO","Depomed, Inc.","20.34","$1.25B","n/a","Health Care","Major Pharmaceuticals",
"DSCI","Derma Sciences, Inc.","5.3","$149.83M","n/a","Health Care","Medical/Dental Instruments",
"DERM","Dermira, Inc.","30.7","$1.09B","2014","Health Care","Major Pharmaceuticals",
"DEST","Destination Maternity Corporation","5.5","$77.06M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores",
"DXLG","Destination XL Group, Inc.","4.15","$210.92M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores",
"DSWL","Deswell Industries, Inc.","1.79","$28.74M","1995","Consumer Non-Durables","Plastic Products",
"DTRM","Determine, Inc. ","2.04","$23.68M","n/a","Technology","Computer Software: Prepackaged Software",
"DXCM","DexCom, Inc.","58.25","$4.92B","2005","Health Care","Medical/Dental Instruments",
"DXTR","Dextera Surgical Inc.","0.9799","$8.75M","n/a","Health Care","Medical/Dental Instruments",
"DHXM","DHX Media Ltd.","5.3","$137.2M","n/a","n/a","n/a",
"DHIL","Diamond Hill Investment Group, Inc.","210.44","$718.46M","n/a","Finance","Investment Managers",
"FANG","Diamondback Energy, Inc.","103.25","$9.31B","2012","Energy","Oil & Gas Production",
"DCIX","Diana Containerships Inc.","2.88","$26.96M","n/a","Transportation","Marine Transportation",
"DRNA","Dicerna Pharmaceuticals, Inc.","2.97","$61.64M","2014","Health Care","Major Pharmaceuticals",
"DFBG","Differential Brands Group Inc.","2.7","$35.33M","n/a","Consumer Non-Durables","Apparel",
"DFFN","Diffusion Pharmaceuticals Inc.","2.3","$23.79M","n/a","Health Care","Major Pharmaceuticals",
"DGII","Digi International Inc.","13.85","$364.56M","1989","Technology","Computer Communications Equipment",
"DMRC","Digimarc Corporation","29.65","$311.99M","n/a","Technology","EDP Services",
"DRAD","Digirad Corporation","5.1","$100.37M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",
"DGLY","Digital Ally, Inc.","4.2","$22.59M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment",
"APPS","Digital Turbine, Inc.","0.7","$46.64M","n/a","Miscellaneous","Multi-Sector Companies",
"DCOM","Dime Community Bancshares, Inc.","20.5","$769.65M","n/a","Finance","Savings Institutions",
"DMTX","Dimension Therapeutics, Inc.","4.5","$112.7M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",
"DIOD","Diodes Incorporated","25.84","$1.26B","n/a","Technology","Semiconductors",
"DPRX","Dipexium Pharmaceuticals, Inc.","1.6","$16.64M","2014","Health Care","Major Pharmaceuticals",
"DISCA","Discovery Communications, Inc.","27.96","$10.99B","n/a","Consumer Services","Television Services",
"DISCB","Discovery Communications, Inc.","29.15","$11.46B","n/a","Consumer Services","Television Services",
"DISCK","Discovery Communications, Inc.","27.37","$10.76B","n/a","Consumer Services","Television Services",
"DISH","DISH Network Corporation","59.69","$27.76B","1995","Consumer Services","Television Services",
"DVCR","Diversicare Healthcare Services Inc.","10.175","$64.72M","n/a","Health Care","Hospital/Nursing Management",
"SAUC","Diversified Restaurant Holdings, Inc.","1.4","$37.34M","n/a","Consumer Services","Restaurants",
"DLHC","DLH Holdings Corp.","5.79","$65.09M","n/a","Technology","Professional Services",
"BOOM","DMC Global Inc.","16.15","$233.89M","n/a","Capital Goods","Industrial Specialties",
"DNBF","DNB Financial Corp","28.055","$118.65M","n/a","Finance","Major Banks",
"DLTR","Dollar Tree, Inc.","77.45","$18.28B","1995","Consumer Services","Department/Specialty Retail Stores",
"DGICA","Donegal Group, Inc.","17.79","$476.92M","n/a","Finance","Property-Casualty Insurers",
"DGICB","Donegal Group, Inc.","16.8","$450.38M","1986","Finance","Property-Casualty Insurers",
"DMLP","Dorchester Minerals, L.P.","17.55","$538.35M","n/a","Energy","Oil & Gas Production",
"DORM","Dorman Products, Inc.","73.52","$2.54B","n/a","Capital Goods","Auto Parts:O.E.M.",
"EAGL","Double Eagle Acquisition Corp.","9.9","$618.75M","2015","Finance","Business Services",
"EAGLU","Double Eagle Acquisition Corp.","10.5","n/a","2015","Finance","Business Services",
"EAGLW","Double Eagle Acquisition Corp.","0.47","n/a","2015","Finance","Business Services",
"DRWI","DragonWave Inc","2.6","$15.87M","2009","Public Utilities","Telecommunications Equipment",
"DRYS","DryShips Inc.","3.63","$4.04M","2005","Transportation","Marine Transportation",
"DSPG","DSP Group, Inc.","13","$281.09M","1994","Technology","Semiconductors",
"DLTH","Duluth Holdings Inc.","26.19","$847.92M","2015","Consumer Services","Clothing/Shoe/Accessory Stores",
"DNKN","Dunkin&#39; Brands Group, Inc.","52.3","$4.8B","2011","Consumer Services","Restaurants",
"DRRX","DURECT Corporation","1.34","$185.7M","2000","Health Care","Major Pharmaceuticals",
"DXPE","DXP Enterprises, Inc.","35.77","$620.13M","n/a","Capital Goods","Industrial Machinery/Components",
"DYSL","Dynasil Corporation of America","1.3","$21.98M","n/a","Capital Goods","Industrial Machinery/Components",
"DYNT","Dynatronics Corporation","2.4","$6.92M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",
"DVAX","Dynavax Technologies Corporation","4.05","$156.04M","2004","Health Care","Major Pharmaceuticals",
"ETFC","E*TRADE Financial Corporation","35.22","$9.64B","n/a","Finance","Savings Institutions",
"EBMT","Eagle Bancorp Montana, Inc.","21.5","$81.26M","n/a","Finance","Major Banks",
"EGBN","Eagle Bancorp, Inc.","60.2","$2.02B","n/a","Finance","Major Banks",
"EGLE","Eagle Bulk Shipping Inc.","5.92","$284.79M","n/a","Transportation","Marine Transportation",
"EGRX","Eagle Pharmaceuticals, Inc.","80.11","$1.24B","2014","Health Care","Major Pharmaceuticals",
"ELNK","EarthLink Holdings Corp.","5.89","$671.46M","n/a","Technology","Computer Software: Programming, Data Processing",
"EWBC","East West Bancorp, Inc.","50.76","$7.32B","n/a","Finance","Major Banks",
"EACQ","Easterly Acquisition Corp.","9.86","$246.5M","2015","Capital Goods","Building Products",
"EACQU","Easterly Acquisition Corp.","10","n/a","2015","Capital Goods","Building Products",
"EACQW","Easterly Acquisition Corp.","0.35","n/a","2015","Capital Goods","Building Products",
"EML","Eastern Company (The)","20.15","$126.02M","n/a","Capital Goods","Industrial Machinery/Components",
"EVBS","Eastern Virginia Bankshares, Inc.","10.17","$133.4M","n/a","Finance","Major Banks",
"EVGBC","Eaton Vance NextShares Trust","100","n/a","n/a","n/a","n/a",
"EVSTC","Eaton Vance NextShares Trust","100.01","n/a","n/a","n/a","n/a",
"EVLMC","Eaton Vance NextShares Trust II","100.06","n/a","n/a","n/a","n/a",
"EBAY","eBay Inc.","29.84","$33.36B","1998","Miscellaneous","Business Services",
"EBAYL","eBay Inc.","25.8","n/a","n/a","Miscellaneous","Business Services",
"EBIX","Ebix, Inc.","57.75","$1.87B","n/a","Technology","EDP Services",
"ELON","Echelon Corporation","5.06","$22.42M","1998","Technology","Computer Communications Equipment",
"ECHO","Echo Global Logistics, Inc.","25.35","$740.89M","2009","Transportation","Oil Refining/Marketing",
"SATS","EchoStar Corporation","51.61","$4.86B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment",
"EEI","Ecology and Environment, Inc.","10.4753","$44.98M","1987","Consumer Services","Military/Government/Technical",
"ECAC","E-compass Acquisition Corp.","10.2504","$54.43M","2015","Finance","Business Services",
"ECACR","E-compass Acquisition Corp.","0.79","n/a","2015","Finance","Business Services",
"ECACU","E-compass Acquisition Corp.","10.801","n/a","2015","Finance","Business Services",
"ESES","Eco-Stim Energy Solutions, Inc.","0.98","$14.13M","n/a","Energy","Oilfield Services/Equipment",
"EDAP","EDAP TMS S.A.","3.34","$95.95M","1997","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",
"EDGE","Edge Therapeutics, Inc.","12.78","$369.56M","2015","Health Care","Major Pharmaceuticals",
"EDGW","Edgewater Technology, Inc.","7.52","$93.08M","n/a","Technology","Computer Software: Programming, Data Processing",
"EDIT","Editas Medicine, Inc.","17.04","$624.62M","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",
"EDUC","Educational Development Corporation","9.9","$40.4M","n/a","Consumer Durables","Consumer Specialties",
"EFUT","eFuture Holding Inc.","6.41","$33.74M","n/a","Technology","EDP Services",
"EGAN","eGain Corporation","2.05","$55.56M","1999","Technology","Computer Software: Prepackaged Software",
"EGLT","Egalet Corporation","7.96","$200.51M","2014","Health Care","Major Pharmaceuticals",
"EHTH","eHealth, Inc.","10.55","$193.5M","2006","Finance","Specialty Insurers",
"EIGR","Eiger BioPharmaceuticals, Inc.","11.9","$99.44M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",
"EKSO","Ekso Bionics Holdings, Inc.","4.06","$88.84M","n/a","Capital Goods","Industrial Machinery/Components",
"LOCO","El Pollo Loco Holdings, Inc.","12.7","$488.62M","2014","Consumer Services","Restaurants",
"EMITF","Elbit Imaging Ltd.","3.36","$30.88M","n/a","Consumer Services","Building operators",
"ESLT","Elbit Systems Ltd.","101.92","$4.36B","n/a","Capital Goods","Military/Government/Technical",
"ERI","Eldorado Resorts, Inc.","17.05","$803.15M","n/a","Consumer Services","Hotels/Resorts",
"ESIO","Electro Scientific Industries, Inc.","5.96","$193.49M","n/a","Miscellaneous","Industrial Machinery/Components",
"EA","Electronic Arts Inc.","79.17","$23.89B","n/a","Technology","Computer Software: Prepackaged Software",
"EFII","Electronics for Imaging, Inc.","43.5","$2.03B","1992","Technology","Computer Communications Equipment",
"ELSE","Electro-Sensors, Inc.","3.5","$11.88M","n/a","Capital Goods","Industrial Machinery/Components",
"ELEC","Electrum Special Acquisition Corporation","9.9","$247.5M","2015","Finance","Business Services",
"ELECU","Electrum Special Acquisition Corporation","10.1999","$255M","2015","Finance","Business Services",
"ELECW","Electrum Special Acquisition Corporation","0.3199","n/a","2015","Finance","Business Services",
"EBIO","Eleven Biotherapeutics, Inc.","1.99","$48.23M","2014","Health Care","Major Pharmaceuticals",
"DWAC","Elkhorn Commodity Rotation Strategy ETF","24.39","$7.32M","n/a","n/a","n/a",
"CAPX","Elkhorn S&P 500 Capital Expenditures Portfolio","25.92","$2.7M","n/a","n/a","n/a",
"ESBK","Elmira Savings Bank NY (The)","21.4","$57.89M","n/a","Finance","Major Banks",
"ELTK","Eltek Ltd.","0.79","$8.01M","1997","Technology","Electrical Products",
"EMCI","EMC Insurance Group Inc.","30.62","$646.19M","1982","Finance","Property-Casualty Insurers",
"EMCF","Emclaire Financial Corp","28.7602","$61.73M","n/a","Finance","Major Banks",
"EMKR","EMCORE Corporation","8.45","$221.77M","1997","Technology","Semiconductors",
"EMMS","Emmis Communications Corporation","3.4199","$42.14M","1994","Consumer Services","Broadcasting",
"NYNY","Empire Resorts, Inc.","22.75","$708.42M","n/a","Consumer Services","Restaurants",
"ERS","Empire Resources, Inc.","6.61","$55.54M","n/a","Basic Industries","Metal Fabrications",
"ENTA","Enanta Pharmaceuticals, Inc.","34.35","$653.99M","2013","Health Care","Major Pharmaceuticals",
"ECPG","Encore Capital Group Inc","29.25","$746.82M","n/a","Finance","Finance Companies",
"WIRE","Encore Wire Corporation","44.8","$928.47M","1992","Capital Goods","Metal Fabrications",
"ENDP","Endo International plc","17.47","$3.89B","n/a","Health Care","Major Pharmaceuticals",
"ECYT","Endocyte, Inc.","2.61","$110.32M","2011","Health Care","Major Pharmaceuticals",
"ELGX","Endologix, Inc.","5.51","$455.63M","n/a","Health Care","Medical/Dental Instruments",
"EIGI","Endurance International Group Holdings, Inc.","7.8","$1.1B","2013","Technology","Computer Software: Prepackaged Software",
"WATT","Energous Corporation","17.59","$336.51M","2014","Technology","Radio And Television Broadcasting And Communications Equipment",
"EFOI","Energy Focus, Inc.","4.49","$52.49M","n/a","Consumer Durables","Building Products",
"ERII","Energy Recovery, Inc.","10.77","$563.83M","2008","Technology","Industrial Machinery/Components",
"ENOC","EnerNOC, Inc.","6.15","$190.08M","2007","Technology","Computer Software: Programming, Data Processing",
"ENG","ENGlobal Corporation","2.77","$75.8M","n/a","Consumer Services","Military/Government/Technical",
"ENPH","Enphase Energy, Inc.","1.05","$65M","2012","Technology","Semiconductors",
"ESGR","Enstar Group Limited","197.9","$3.83B","n/a","Finance","Property-Casualty Insurers",
"ENFC","Entegra Financial Corp.","20.3","$130.77M","2014","Finance","Banks",
"ENTG","Entegris, Inc.","18.1","$2.56B","2000","Consumer Non-Durables","Plastic Products",
"ENTL","Entellus Medical, Inc.","18.73","$353.32M","2015","Health Care","Medical/Dental Instruments",
"ETRM","EnteroMedics Inc.","1.88","$3.76M","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",
"EBTC","Enterprise Bancorp Inc","38.39","$439.53M","n/a","Finance","Major Banks",
"EFSC","Enterprise Financial Services Corporation","42.65","$853.49M","n/a","Finance","Major Banks",
"EGT","Entertainment Gaming Asia Incorporated","1.341","$19.4M","n/a","Consumer Durables","Miscellaneous manufacturing industries",
"ENZY          ","Enzymotec Ltd.","6.45","$146.53M","2013","Consumer Durables","Specialty Chemicals",
"EPZM","Epizyme, Inc.","12.3","$713.54M","2013","Health Care","Major Pharmaceuticals",
"PLUS","ePlus inc.","116.25","$823.13M","1996","Technology","Retail: Computer Software & Peripheral Equipment",
"EQIX","Equinix, Inc.","358.72","$25.61B","2000","Consumer Services","Real Estate Investment Trusts",
"EQFN","Equitable Financial Corp.","9.95","$34.6M","2015","Finance","Savings Institutions",
"EQBK","Equity Bancshares, Inc.","32.65","$381.33M","2015","Finance","Major Banks",
"ERIC","Ericsson","5.78","$19.25B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment",
"ERIE","Erie Indemnity Company","111.93","$5.85B","n/a","Finance","Specialty Insurers",
"ESCA","Escalade, Incorporated","13.15","$188.07M","n/a","Consumer Non-Durables","Recreational Products/Toys",
"ESPR","Esperion Therapeutics, Inc.","12.88","$290.49M","2013","Health Care","Major Pharmaceuticals",
"ESSA","ESSA Bancorp, Inc.","15.92","$181.61M","n/a","Finance","Banks",
"EPIX","ESSA Pharma Inc.","2.1","$61.1M","n/a","Health Care","Major Pharmaceuticals",
"ESND","Essendant Inc.","21.1","$780.03M","n/a","Consumer Services","Paper",
"ETSY","Etsy, Inc.","11.88","$1.37B","2015","Miscellaneous","Business Services",
"CLWT","Euro Tech Holdings Company Limited","3.55","$7.32M","1997","Consumer Durables","Diversified Electronic Products",
"EEFT","Euronet Worldwide, Inc.","73.06","$3.81B","1997","Finance","Investment Bankers/Brokers/Service",
"ESEA","Euroseas Ltd.","1.77","$16.24M","n/a","Transportation","Marine Transportation",
"EVEP","EV Energy Partners, L.P.","2.13","$104.49M","2006","Energy","Oil & Gas Production",
"EVBG","Everbridge, Inc.","18.05","$490.02M","2016","n/a","n/a",
"EVK","Ever-Glory International Group, Inc.","2.25","$33.27M","n/a","Consumer Non-Durables","Apparel",
"MRAM","Everspin Technologies, Inc.","7.63","$95.36M","2016","Technology","Semiconductors",
"EVLV","EVINE Live Inc.","1.52","$97.54M","n/a","Consumer Services","Catalog/Specialty Distribution",
