"KNSL","Kinsale Capital Group, Inc.","34.09","$714.82M","2016","Finance","Property-Casualty Insurers",
"KIRK","Kirkland&#39;s, Inc.","15.73","$250.1M","2002","Consumer Services","Other Specialty Stores",
"KITE","Kite Pharma, Inc.","45.95","$2.29B","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",
"KTOV","Kitov Pharmaceuticals Holdings Ltd.","3.17","$24.29M","2015","Health Care","Major Pharmaceuticals",
"KTOVW","Kitov Pharmaceuticals Holdings Ltd.","1.27","n/a","2015","Health Care","Major Pharmaceuticals",
"KLAC","KLA-Tencor Corporation","79.41","$12.41B","1980","Capital Goods","Electronic Components",
"KLRE","KLR Energy Acquisition Corp.","10.35","$84.72M","2016","Finance","Business Services",
"KLREU","KLR Energy Acquisition Corp.","12.1816","n/a","2016","Finance","Business Services",
"KLREW","KLR Energy Acquisition Corp.","1.299","n/a","2016","Finance","Business Services",
"KLXI","KLX Inc.","46.92","$2.46B","n/a","Capital Goods","Aerospace",
"KONA","Kona Grill, Inc.","12.85","$135.47M","2005","Consumer Services","Restaurants",
"KZ","KongZhong Corporation","6.97","$328.31M","n/a","Technology","Telecommunications Equipment",
"KOPN","Kopin Corporation","3.4","$227.02M","1992","Technology","Semiconductors",
"KRNT","Kornit Digital Ltd.","13.25","$401.42M","2015","Capital Goods","Industrial Machinery/Components",
"KOSS","Koss Corporation","2.29","$16.91M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances",
"KWEB","KraneShares CSI China Internet ETF","35.17","$119.58M","n/a","n/a","n/a",
"KTOS","Kratos Defense & Security Solutions, Inc.","7.36","$544.23M","n/a","Capital Goods","Military/Government/Technical",
"KLIC","Kulicke and Soffa Industries, Inc.","16.26","$1.15B","n/a","Technology","Semiconductors",
"KURA","Kura Oncology, Inc.","5.6","$119.66M","n/a","Health Care","Major Pharmaceuticals",
"KVHI","KVH Industries, Inc.","11.5","$190.4M","1996","Technology","Radio And Television Broadcasting And Communications Equipment",
"FSTR","L.B. Foster Company","14.3","$148.63M","n/a","Basic Industries","Metal Fabrications",
"LJPC","La Jolla Pharmaceutical Company","18","$328.57M","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",
"LSBK","Lake Shore Bancorp, Inc.","16.116","$98.27M","n/a","Finance","Savings Institutions",
"LSBG","Lake Sunapee Bank Group","23.35","$195.86M","n/a","Finance","Savings Institutions",
"LBAI","Lakeland Bancorp, Inc.","19.2","$905.9M","n/a","Finance","Major Banks",
"LKFN","Lakeland Financial Corporation","47.22","$1.18B","n/a","Finance","Major Banks",
"LAKE","Lakeland Industries, Inc.","10","$72.62M","1986","Health Care","Industrial Specialties",
"LRCX","Lam Research Corporation","107.26","$17.47B","1984","Technology","Industrial Machinery/Components",
"LAMR","Lamar Advertising Company","67.98","$6.62B","1996","Consumer Services","Real Estate Investment Trusts",
"LANC","Lancaster Colony Corporation","141.69","$3.89B","n/a","Consumer Non-Durables","Packaged Foods",
"LCA","Landcadia Holdings, Inc.","9.78","$305.63M","2016","Finance","Business Services",
"LCAHU","Landcadia Holdings, Inc.","10.3858","n/a","2016","Finance","Business Services",
"LCAHW","Landcadia Holdings, Inc.","0.64","n/a","2016","Finance","Business Services",
"LNDC","Landec Corporation","13.8","$375.93M","1996","Basic Industries","Major Chemicals",
"LARK","Landmark Bancorp Inc.","28.6","$110.34M","n/a","Finance","Major Banks",
"LMRK","Landmark Infrastructure Partners LP","15.45","$347.99M","2014","Consumer Services","Real Estate",
"LMRKO","Landmark Infrastructure Partners LP","24.47","n/a","n/a","Consumer Services","Real Estate",
"LMRKP","Landmark Infrastructure Partners LP","25.003","n/a","n/a","Consumer Services","Real Estate",
"LE","Lands&#39; End, Inc.","16.5","$528.48M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores",
"LSTR","Landstar System, Inc.","85.7","$3.58B","1993","Transportation","Trucking Freight/Courier Services",
"LNTH","Lantheus Holdings, Inc.","8.85","$316.16M","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances",
"LTRX","Lantronix, Inc.","1.68","$28.99M","2000","Technology","Computer Communications Equipment",
"LSCC","Lattice Semiconductor Corporation","7.34","$889.26M","n/a","Technology","Semiconductors",
"LAWS","Lawson Products, Inc.","24.4","$214.68M","n/a","Consumer Durables","Industrial Specialties",
"LAYN","Layne Christensen Company","11.1","$219.83M","1992","Basic Industries","Engineering & Construction",
"LCNB","LCNB Corporation","22.5","$224.62M","n/a","Finance","Major Banks",
"LBIX","Leading Brands Inc","1.61","$4.51M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)",
"LGCY","Legacy Reserves LP","2.4","$174.11M","2007","Energy","Oil & Gas Production",
"LGCYO","Legacy Reserves LP","8.89","$62.23M","n/a","Energy","Oil & Gas Production",
"LGCYP","Legacy Reserves LP","8.7","$17.4M","n/a","Energy","Oil & Gas Production",
"LTXB","LegacyTexas Financial Group, Inc.","43.11","$2.06B","n/a","Finance","Savings Institutions",
"DDBI","Legg Mason Developed EX-US Diversified Core ETF","24.3292","n/a","n/a","n/a","n/a",
"EDBI","Legg Mason Emerging Markets Diversified Core ETF","25.62","n/a","n/a","n/a","n/a",
"INFR","Legg Mason Global Infrastructure ETF","25.237","n/a","n/a","n/a","n/a",
"LVHD","Legg Mason Low Volatility High Dividend ETF","28.6236","n/a","n/a","n/a","n/a",
"UDBI","Legg Mason US Diversified Core ETF","27.34","n/a","n/a","n/a","n/a",
"LMAT","LeMaitre Vascular, Inc.","25.23","$468.87M","2006","Health Care","Medical/Dental Instruments",
"TREE","LendingTree, Inc.","98.35","$1.16B","n/a","Finance","Finance: Consumer Services",
"LXRX","Lexicon Pharmaceuticals, Inc.","14.2","$1.48B","n/a","Health Care","Major Pharmaceuticals",
"LGIH","LGI Homes, Inc.","28.79","$612.72M","2013","Capital Goods","Homebuilding",
"LHCG","LHC Group","45.66","$829.96M","2005","Health Care","Medical/Nursing Services",
"LLIT","Lianluo Smart Limited","1.55","$10.57M","n/a","Health Care","Medical/Dental Instruments",
"LBRDA","Liberty Broadband Corporation","71.14","$12.92B","n/a","Consumer Services","Television Services",
"LBRDK","Liberty Broadband Corporation","72.86","$13.24B","n/a","Consumer Services","Television Services",
"LEXEA","Liberty Expedia Holdings, Inc.","39.86","$2.27B","n/a","Consumer Services","Other Consumer Services",
"LEXEB","Liberty Expedia Holdings, Inc.","41","$2.33B","n/a","Consumer Services","Other Consumer Services",
"LBTYA","Liberty Global plc","30.65","$27.78B","n/a","Consumer Services","Television Services",
"LBTYB","Liberty Global plc","31.45","$28.5B","n/a","Consumer Services","Television Services",
"LBTYK","Liberty Global plc","29.8","$27.01B","n/a","Consumer Services","Television Services",
"LILA","Liberty Global plc","23.31","$4.06B","n/a","Consumer Services","Television Services",
"LILAK","Liberty Global plc","22.45","$3.91B","n/a","Consumer Services","Television Services",
"LVNTA","Liberty Interactive Corporation","37.1","$3.17B","n/a","Consumer Services","Catalog/Specialty Distribution",
"LVNTB","Liberty Interactive Corporation","36.9338","$3.15B","n/a","Consumer Services","Catalog/Specialty Distribution",
"QVCA","Liberty Interactive Corporation","19.98","$9.33B","n/a","Consumer Services","Catalog/Specialty Distribution",
"QVCB","Liberty Interactive Corporation","21.1303","$9.87B","n/a","Consumer Services","Catalog/Specialty Distribution",
"BATRA","Liberty Media Corporation","20.5","n/a","n/a","Consumer Services","Broadcasting",
"BATRK","Liberty Media Corporation","20.64","$1.02B","n/a","Consumer Services","Broadcasting",
"LMCA","Liberty Media Corporation","31.66","n/a","n/a","Consumer Services","Broadcasting",
"LMCK","Liberty Media Corporation","31.5","$2.64B","n/a","Consumer Services","Broadcasting",
"LSXMA","Liberty Media Corporation","34.5","n/a","n/a","Consumer Services","Broadcasting",
"LSXMB","Liberty Media Corporation","34.51","n/a","n/a","Consumer Services","Broadcasting",
"LSXMK","Liberty Media Corporation","34.1","$11.42B","n/a","Consumer Services","Broadcasting",
"TAX","Liberty Tax, Inc.","13.25","$168.42M","n/a","Miscellaneous","Multi-Sector Companies",
"LTRPA","Liberty TripAdvisor Holdings, Inc.","15.6","$1.17B","n/a","Technology","EDP Services",
"LTRPB","Liberty TripAdvisor Holdings, Inc.","17.5","$1.31B","n/a","Technology","EDP Services",
"LPNT","LifePoint Health, Inc.","58.05","$2.33B","n/a","Health Care","Hospital/Nursing Management",
"LCUT","Lifetime Brands, Inc.","17.5","$252.54M","1991","Capital Goods","Industrial Machinery/Components",
"LFVN","Lifevantage Corporation","7.97","$112.04M","n/a","Health Care","Major Pharmaceuticals",
"LWAY","Lifeway Foods, Inc.","11.2","$180.78M","n/a","Consumer Non-Durables","Packaged Foods",
"LGND","Ligand Pharmaceuticals Incorporated","102.5","$2.14B","n/a","Health Care","Major Pharmaceuticals",
"LTBR","Lightbridge Corporation","1.15","$6.38M","n/a","Consumer Services","Professional Services",
"LPTH","LightPath Technologies, Inc.","1.52","$35.95M","1996","Technology","Semiconductors",
"LMB","Limbach Holdings, Inc.","13.97","$104.14M","n/a","Basic Industries","Engineering & Construction",
"LLNW","Limelight Networks, Inc.","2.45","$257.89M","2007","Miscellaneous","Business Services",
"LMNR","Limoneira Co","21.35","$302.71M","n/a","Consumer Non-Durables","Farming/Seeds/Milling",
"LINC","Lincoln Educational Services Corporation","1.95","$48.47M","2005","Consumer Services","Other Consumer Services",
"LECO","Lincoln Electric Holdings, Inc.","77.91","$5.14B","n/a","Technology","Industrial Machinery/Components",
"LIND","Lindblad Expeditions Holdings Inc. ","9.65","$443.6M","2013","Consumer Services","Transportation Services",
"LINDW","Lindblad Expeditions Holdings Inc. ","2.25","n/a","2013","Consumer Services","Transportation Services",
"LLTC","Linear Technology Corporation","62.32","$14.98B","1986","Technology","Semiconductors",
"LBIO","Lion Biotechnologies, Inc.","7.25","$450.13M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",
"LIOX","Lionbridge Technologies, Inc.","5.79","$353.59M","1999","Miscellaneous","Business Services",
"LPCN","Lipocine Inc.","3.68","$67.2M","n/a","Health Care","Major Pharmaceuticals",
"LQDT","Liquidity Services, Inc.","9.85","$308.19M","2006","Miscellaneous","Business Services",
"LFUS","Littelfuse, Inc.","150.78","$3.4B","n/a","Consumer Durables","Electrical Products",
"LIVN","LivaNova PLC","45.32","$2.21B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",
"LOB","Live Oak Bancshares, Inc.","18.15","$621.34M","2015","Finance","Major Banks",
"LIVE","Live Ventures Incorporated","23.41","$66.66M","n/a","Technology","EDP Services",
"LPSN","LivePerson, Inc.","7.45","$431.88M","2000","Technology","Computer Software: Prepackaged Software",
"LKQ","LKQ Corporation","31.03","$9.54B","n/a","Consumer Services","Motor Vehicles",
"LMFA","LM Funding America, Inc.","4.39","$14.49M","2015","Finance","Finance: Consumer Services",
"LMFAW","LM Funding America, Inc.","0.2202","n/a","2015","Finance","Finance: Consumer Services",
"LMIA","LMI Aerospace, Inc.","8.8","$119.97M","1998","Capital Goods","Military/Government/Technical",
"LOGI","Logitech International S.A.","24.89","$4.03B","1997","Technology","Computer peripheral equipment",
"LOGM","LogMein, Inc.","98","$2.5B","2009","Technology","Computer Software: Prepackaged Software",
"EVAR","Lombard Medical, Inc.","0.575","$11.43M","2014","Health Care","Medical/Dental Instruments",
"CNCR","Loncar Cancer Immunotherapy ETF","21.62","n/a","n/a","n/a","n/a",
"LONE","Lonestar Resources US Inc.","8.14","$177.65M","n/a","Energy","Oil & Gas Production",
"LTEA","Long Island Iced Tea Corp.","4.19","$32.33M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)",
"LORL","Loral Space and Communications, Inc.","40.85","$1.26B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment",
"LOXO","Loxo Oncology, Inc.","31.05","$673.1M","2014","Health Care","Major Pharmaceuticals",
"LPLA","LPL Financial Holdings Inc.","35.61","$3.17B","2010","Finance","Investment Bankers/Brokers/Service",
"LRAD","LRAD Corporation","1.6862","$53.62M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances",
"LYTS","LSI Industries Inc.","9.85","$246.39M","1985","Consumer Durables","Building Products",
"LULU","lululemon athletica inc.","66.85","$9.16B","2007","Consumer Non-Durables","Apparel",
"LITE","Lumentum Holdings Inc.","37.3","$2.24B","n/a","Consumer Durables","Telecommunications Equipment",
"LMNX","Luminex Corporation","20.4","$889.12M","2000","Health Care","Medical/Dental Instruments",
"LMOS","Lumos Networks Corp.","16.32","$384.76M","n/a","Public Utilities","Telecommunications Equipment",
"LUNA","Luna Innovations Incorporated","1.54","$42.42M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch",
"MBTF","M B T Financial Corp","11.3","$256.93M","n/a","Finance","Major Banks",
"MACQ","M I Acquisitions, Inc.","10.04","n/a","2016","Finance","Business Services",
"MACQU","M I Acquisitions, Inc.","10.1599","n/a","2016","n/a","n/a",
"MACQW","M I Acquisitions, Inc.","0.2","n/a","2016","Finance","Business Services",
"MIII","M III Acquisition Corp.","9.65","$185.38M","2016","Finance","Business Services",
"MIIIU","M III Acquisition Corp.","9.87","n/a","2016","Finance","Business Services",
"MIIIW","M III Acquisition Corp.","0.24","n/a","2016","Finance","Business Services",
"MBVX","MabVax Therapeutics Holdings, Inc.","3.13","$19.71M","n/a","Health Care","Major Pharmaceuticals",
"MCBC","Macatawa Bank Corporation","10.18","$345.31M","n/a","Finance","Major Banks",
"MFNC","Mackinac Financial Corporation","13.48","$84.43M","n/a","Finance","Major Banks",
"MTSI","MACOM Technology Solutions Holdings, Inc.","46.93","$2.52B","2012","Technology","Semiconductors",
"MCUR","Macrocure Ltd.","1.41","$24.08M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",
"MGNX","MacroGenics, Inc.","19.82","$690.44M","2013","Health Care","Major Pharmaceuticals",
"MDGL","Madrigal Pharmaceuticals, Inc.","15.96","$184.66M","n/a","Health Care","Major Pharmaceuticals",
"MAGS","Magal Security Systems Ltd.","5.248","$86.35M","1993","Consumer Durables","Telecommunications Equipment",
"MGLN","Magellan Health, Inc.","76.1","$1.77B","n/a","Health Care","Hospital/Nursing Management",
"MPET","Magellan Petroleum Corporation","11.04","$64.91M","n/a","Energy","Oil & Gas Production",
"MGIC","Magic Software Enterprises Ltd.","6.9","$305.97M","1991","Technology","Computer Software: Prepackaged Software",
"CALL","magicJack VocalTec Ltd","7.5","$119.23M","n/a","Public Utilities","Telecommunications Equipment",
"MNGA","MagneGas Corporation","0.4691","$24.46M","n/a","Technology","Industrial Machinery/Components",
"MGYR","Magyar Bancorp, Inc.","12","$69.85M","n/a","Finance","Savings Institutions",
"MHLD","Maiden Holdings, Ltd.","17.85","$1.54B","n/a","Finance","Property-Casualty Insurers",
"MSFG","MainSource Financial Group, Inc.","33.99","$818.12M","n/a","Finance","Major Banks",
"COOL","Majesco Entertainment Company","3.27","$11.58M","n/a","Technology","Computer Software: Prepackaged Software",
"MMYT","MakeMyTrip Limited","22.8","$1.18B","2010","Consumer Services","Transportation Services",
"MBUU","Malibu Boats, Inc.","19.07","$337.96M","2014","Capital Goods","Marine Transportation",
"MLVF","Malvern Bancorp, Inc.","21.25","$139.41M","n/a","Finance","Banks",
"MAMS","MAM Software Group, Inc.","6.4163","$78.41M","n/a","Technology","Computer Software: Prepackaged Software",
"TUSK","Mammoth Energy Services, Inc.","15.38","$576.75M","2016","Energy","Oilfield Services/Equipment",
"MANH","Manhattan Associates, Inc.","54.65","$3.89B","1998","Technology","Computer Software: Prepackaged Software",
"LOAN","Manhattan Bridge Capital, Inc","7.2","$58.57M","n/a","Consumer Services","Real Estate Investment Trusts",
"MNTX","Manitex International, Inc.","7.05","$114.07M","n/a","Technology","Industrial Machinery/Components",
"MTEX","Mannatech, Incorporated","20.2703","$54.46M","n/a","Consumer Durables","Specialty Chemicals",
"MNKD","MannKind Corporation","0.6314","$302.05M","2004","Health Care","Major Pharmaceuticals",
"MANT","ManTech International Corporation","41.76","$1.61B","2002","Consumer Services","Other Consumer Services",
"MARA","Marathon Patent Group, Inc.","1.79","$26.98M","n/a","Miscellaneous","Multi-Sector Companies",
"MCHX","Marchex, Inc.","2.73","$117.82M","2004","Miscellaneous","Business Services",
"MARPS","Marine Petroleum Trust","4.58","$9.16M","n/a","Energy","Oil & Gas Production",
"MRNS","Marinus Pharmaceuticals, Inc.","1.04","$20.49M","2014","Health Care","Major Pharmaceuticals",
"MKTX","MarketAxess Holdings, Inc.","150.18","$5.64B","2004","Finance","Investment Bankers/Brokers/Service",
"MRLN","Marlin Business Services Corp.","20.7","$260.09M","2003","Finance","Major Banks",
"MAR","Marriott International","82.5","$32.21B","n/a","Consumer Services","Hotels/Resorts",
"MBII","Marrone Bio Innovations, Inc.","2.31","$56.96M","2013","Basic Industries","Agricultural Chemicals",
"MRTN","Marten Transport, Ltd.","23.65","$770.31M","1986","Transportation","Trucking Freight/Courier Services",
"MMLP","Martin Midstream Partners L.P.","18.5","$655.91M","2002","Energy","Oil Refining/Marketing",
"MRVL","Marvell Technology Group Ltd.","14.05","$7.14B","2000","Technology","Semiconductors",
"MASI","Masimo Corporation","67.4","$3.35B","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",
"MTCH","Match Group, Inc.","17.33","$4.41B","2015","Technology","Computer Software: Programming, Data Processing",
"MTLS","Materialise NV","7.68","$363.46M","2014","Technology","Computer Software: Prepackaged Software",
"MTRX","Matrix Service Company","23","$610.27M","1990","Basic Industries","Engineering & Construction",
"MAT","Mattel, Inc.","28.48","$9.74B","n/a","Consumer Non-Durables","Recreational Products/Toys",
"MATR","Mattersight Corporation","3.55","$94.16M","n/a","Technology","EDP Services",
"MATW","Matthews International Corporation","76.8","$2.47B","1994","Capital Goods","Metal Fabrications",
"MXIM","Maxim Integrated Products, Inc.","38.62","$10.94B","1988","Technology","Semiconductors",
"MXPT","MaxPoint Interactive, Inc.","6","$39.79M","n/a","Consumer Services","Advertising",
"MXWL","Maxwell Technologies, Inc.","5.01","$160.77M","n/a","Miscellaneous","Industrial Machinery/Components",
"MZOR","Mazor Robotics Ltd.","22.18","$471.49M","n/a","Health Care","Medical/Dental Instruments",
"MBFI","MB Financial Inc.","47.39","$3.96B","n/a","Finance","Major Banks",
"MBFIP","MB Financial Inc.","26.908","$107.63M","n/a","Finance","Major Banks",
"MCFT","MCBC Holdings, Inc.","14.64","$272.84M","2015","Capital Goods","Marine Transportation",
"MGRC","McGrath RentCorp","38.09","$910.87M","1984","Technology","Diversified Commercial Services",
"MDCA","MDC Partners Inc.","6.7","$334.57M","n/a","Technology","Advertising",
"MFIN","Medallion Financial Corp.","3.04","$73.52M","n/a","Finance","Finance: Consumer Services",
"MFINL","Medallion Financial Corp.","19.0393","n/a","n/a","Finance","Finance: Consumer Services",
"MTBC","Medical Transcription Billing, Corp.","0.66","$6.8M","2014","Technology","Computer Software: Prepackaged Software",
"MTBCP","Medical Transcription Billing, Corp.","25.2","$7.43M","n/a","Technology","Computer Software: Prepackaged Software",
"MNOV","MediciNova, Inc.","6.13","$211.41M","n/a","Health Care","Major Pharmaceuticals",
"MDSO","Medidata Solutions, Inc.","50.87","$2.93B","2009","Technology","Computer Software: Prepackaged Software",
"MDGS","Medigus Ltd.","0.5901","$4.54M","n/a","Health Care","Medical/Dental Instruments",
"MDWD","MediWound Ltd.","5.25","$114.82M","2014","Consumer Durables","Specialty Chemicals",
"MDVX","Medovex Corp.","1.34","$20.91M","2015","Health Care","Medical/Dental Instruments",
"MDVXW","Medovex Corp.","0.08","n/a","2015","Health Care","Medical/Dental Instruments",
"MEDP","Medpace Holdings, Inc.","35.91","$1.46B","2016","Health Care","Biotechnology: Commercial Physical & Biological Resarch",
"MEET","MeetMe, Inc.","5.1","$300.2M","n/a","Consumer Services","Advertising",
"MEIP","MEI Pharma, Inc.","1.4","$51.48M","n/a","Health Care","Major Pharmaceuticals",
"MPEL","Melco Crown Entertainment Limited","15.96","$7.85B","2006","Consumer Services","Hotels/Resorts",
"MLNX","Mellanox Technologies, Ltd.","42","$2.05B","2007","Technology","Semiconductors",
"MELR","Melrose Bancorp, Inc.","17.5043","$45.55M","2014","Finance","Major Banks",
"MEMP","Memorial Production Partners LP","0.1449","$12.15M","2011","Energy","Oil & Gas Production",
"MENT","Mentor Graphics Corporation","36.86","$4.04B","1984","Technology","EDP Services",
"MTSL","MER Telemanagement Solutions Ltd.","1.01","$8.78M","1997","Public Utilities","Telecommunications Equipment",
"MELI","MercadoLibre, Inc.","161.02","$7.11B","2007","Miscellaneous","Business Services",
"MBWM","Mercantile Bank Corporation","37.52","$611.66M","1998","Finance","Major Banks",
"MERC","Mercer International Inc.","11.4","$737.51M","n/a","Basic Industries","Paper",
"MBVT","Merchants Bancshares, Inc.","53.95","$371.48M","n/a","Finance","Major Banks",
"MRCY","Mercury Systems Inc","30","$1.23B","1998","Capital Goods","Electrical Products",
"EBSB","Meridian Bancorp, Inc.","18.9","$1.02B","n/a","Finance","Major Banks",
"VIVO","Meridian Bioscience Inc.","17.85","$753.3M","1986","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances",
"MMSI","Merit Medical Systems, Inc.","26.2","$1.17B","n/a","Health Care","Medical/Dental Instruments",
"MACK","Merrimack Pharmaceuticals, Inc.","4","$518.46M","2012","Health Care","Major Pharmaceuticals",
"MSLI","Merus Labs International Inc.","0.8934","$104.53M","n/a","Health Care","Major Pharmaceuticals",
"MRUS","Merus N.V.","21.07","$324.63M","2016","Health Care","Major Pharmaceuticals",
"MLAB","Mesa Laboratories, Inc.","123.74","$455.3M","n/a","Capital Goods","Industrial Machinery/Components",
"MESO","Mesoblast Limited","5.4","$408.41M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",
"CASH","Meta Financial Group, Inc.","103.1","$959M","1993","Finance","Savings Institutions",
"MBLX","Metabolix, Inc.","0.351","$9.95M","2006","Basic Industries","Containers/Packaging",
"MEOH","Methanex Corporation","44.75","$4.02B","n/a","Basic Industries","Major Chemicals",
"MFRI","MFRI, Inc.","8.05","$60.93M","1989","Capital Goods","Pollution Control Equipment",
"MGCD","MGC Diagnostics Corporation","7.9","$34.62M","n/a","Health Care","Medical/Dental Instruments",
"MGEE","MGE Energy Inc.","64","$2.22B","n/a","Energy","Electric Utilities: Central",
"MGPI","MGP Ingredients, Inc.","49.46","$823.95M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)",
"MBOT","Microbot Medical Inc. ","7.5","$198.89M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",
"MCHP","Microchip Technology Incorporated","63.85","$13.79B","1993","Technology","Semiconductors",
"MU","Micron Technology, Inc.","22.55","$24.79B","n/a","Technology","Semiconductors",
"MICT","Micronet Enertec Technologies, Inc.","1.28","$8.17M","n/a","Capital Goods","Electrical Products",
"MICTW","Micronet Enertec Technologies, Inc.","0.0895","n/a","n/a","Capital Goods","Electrical Products",
"MSCC","Microsemi Corporation","54.58","$6.3B","n/a","Technology","Semiconductors",
"MSFT","Microsoft Corporation","62.58","$486.58B","1986","Technology","Computer Software: Prepackaged Software",
"MSTR","MicroStrategy Incorporated","197.84","$2.26B","1998","Technology","Computer Software: Prepackaged Software",
"MVIS","Microvision, Inc.","1.29","$87.84M","1996","Capital Goods","Industrial Machinery/Components",
"MPB","Mid Penn Bancorp","23.9","$101.15M","n/a","Finance","Major Banks",
"MTP","Midatech Pharma PLC","2.84","$47.63M","n/a","Health Care","Major Pharmaceuticals",
"MCEP","Mid-Con Energy Partners, LP","2.76","$82.56M","2011","Energy","Oil & Gas Production",
"MBRG","Middleburg Financial Corporation","35.5","$255.86M","n/a","Finance","Major Banks",
"MBCN","Middlefield Banc Corp.","39","$87.78M","n/a","Finance","Major Banks",
"MSEX","Middlesex Water Company","41.32","$673.07M","n/a","Public Utilities","Water Supply",
"MSBI","Midland States Bancorp, Inc.","35.47","$546.8M","2016","Finance","Major Banks",
"MOFG","MidWestOne Financial Group, Inc.","37.5","$428.84M","n/a","Finance","Major Banks",
"MIME","Mimecast Limited","17.37","$952.42M","2015","Technology","Computer Software: Prepackaged Software",
"MDXG","MiMedx Group, Inc","8.76","$959.35M","n/a","Health Care","Medical/Dental Instruments",
"MNDO","MIND C.T.I. Ltd.","2.48","$47.7M","n/a","Technology","EDP Services",
"MB","MINDBODY, Inc.","21.65","$876.93M","2015","Technology","EDP Services",
"NERV","Minerva Neurosciences, Inc","11.75","$408.98M","2014","Health Care","Major Pharmaceuticals",
"MRTX","Mirati Therapeutics, Inc.","5.2","$103.6M","n/a","Health Care","Major Pharmaceuticals",
"MIRN","Mirna Therapeutics, Inc.","1.8","$37.5M","2015","Health Care","Major Pharmaceuticals",
"MSON","MISONIX, Inc.","10.1","$86.36M","1992","Capital Goods","Medical Specialities",
"MIND","Mitcham Industries, Inc.","4.15","$50.17M","1994","Technology","Diversified Commercial Services",
"MINDP","Mitcham Industries, Inc.","23.15","n/a","n/a","Technology","Diversified Commercial Services",
"MITK","Mitek Systems, Inc.","6.1","$201.79M","n/a","Technology","Computer peripheral equipment",
"MITL","Mitel Networks Corporation","6.91","$842.24M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment",
"MKSI","MKS Instruments, Inc.","59.85","$3.21B","1999","Capital Goods","Industrial Machinery/Components",
"MMAC","MMA Capital Management, LLC","19.15","$114.17M","n/a","Finance","Real Estate",
"MINI","Mobile Mini, Inc.","30.5","$1.36B","1994","Capital Goods","Metal Fabrications",
"MOBL","MobileIron, Inc.","3.95","$347.25M","2014","Technology","Computer Software: Prepackaged Software",
"MOCO","MOCON, Inc.","18.55","$107.78M","n/a","Capital Goods","Industrial Machinery/Components",
"MDSY","ModSys International Ltd.","0.8836","$16.52M","n/a","Technology","EDP Services",
"MLNK","ModusLink Global Solutions, Inc","1.62","$89.51M","n/a","Miscellaneous","Business Services",
"MBRX","Moleculin Biotech, Inc.","2.05","$24.71M","2016","Health Care","Major Pharmaceuticals",
"MNTA","Momenta Pharmaceuticals, Inc.","15.1","$1.08B","2004","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",
"MOMO","Momo Inc.","18.3","$3.55B","2014","Technology","Computer Software: Prepackaged Software",
"MCRI","Monarch Casino & Resort, Inc.","25.7","$446.37M","1993","Consumer Services","Hotels/Resorts",
"MDLZ","Mondelez International, Inc.","44.85","$69.27B","n/a","Consumer Non-Durables","Packaged Foods",
"MGI","Moneygram International, Inc.","12.6","$668.74M","n/a","Miscellaneous","Business Services",
"MPWR","Monolithic Power Systems, Inc.","83.61","$3.4B","2004","Technology","Semiconductors",
"TYPE","Monotype Imaging Holdings Inc.","20.3","$845.02M","2007","Technology","EDP Services",
"MNRO","Monro Muffler Brake, Inc.","57.25","$1.85B","1991","Consumer Services","Automotive Aftermarket",
"MRCC","Monroe Capital Corporation","15.56","$257.95M","2012","n/a","n/a",
"MNST","Monster Beverage Corporation","45.54","$26B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)",
"MSDI","Monster Digital, Inc.","1.75","$13.69M","2016","Technology","Electronic Components",
"MSDIW","Monster Digital, Inc.","0.3498","n/a","2016","Technology","Electronic Components",
"MORN","Morningstar, Inc.","74.18","$3.19B","2005","Finance","Investment Managers",
"MOSY","MoSys, Inc.","0.26","$17.24M","2001","Technology","Semiconductors",
"MTFB","Motif Bio plc","5.9792","$58.52M","2016","Health Care","Major Pharmaceuticals",
"MTFBW","Motif Bio plc","1.25","n/a","2016","Health Care","Major Pharmaceuticals",
"MPAA","Motorcar Parts of America, Inc.","27.91","$520.95M","n/a","Capital Goods","Auto Parts:O.E.M.",
"MPVD","Mountain Province Diamonds Inc.","5.05","$807.03M","n/a","n/a","n/a",
